"Cor","CorRange","CorrB","CorrStrong","interaction","n1","n2","name","name2","Pvalue","selected","shared interaction","shared name","v1","v2"
"-0.2969","Weak","Negative","Negative_Weak","interacts with","","","ASV250_Mesorhizobium (interacts with) ASV178_unknown","","0.006","false","interacts with","ASV250_Mesorhizobium (interacts with) ASV178_unknown","",""
"-0.2857","Weak","Negative","Negative_Weak","interacts with","","","ASV250_Mesorhizobium (interacts with) ASV176_unknown","","0.004","false","interacts with","ASV250_Mesorhizobium (interacts with) ASV176_unknown","",""
"0.5226","Strong","Positive","Positive_Strong","interacts with","","","ASV250_Mesorhizobium (interacts with) ASV166_Mesorhizobium","","0.0014","false","interacts with","ASV250_Mesorhizobium (interacts with) ASV166_Mesorhizobium","",""
"-0.2984","Weak","Negative","Negative_Weak","interacts with","","","ASV250_Mesorhizobium (interacts with) ASV15_Mesorhizobium","","0.008","false","interacts with","ASV250_Mesorhizobium (interacts with) ASV15_Mesorhizobium","",""
"0.5394","Strong","Positive","Positive_Strong","interacts with","","","ASV250_Mesorhizobium (interacts with) ASV144_ANPR","","5.0E-4","false","interacts with","ASV250_Mesorhizobium (interacts with) ASV144_ANPR","",""
"-0.3718","Weak","Negative","Negative_Weak","interacts with","","","ASV250_Mesorhizobium (interacts with) ASV139_ANPR","","0.001","false","interacts with","ASV250_Mesorhizobium (interacts with) ASV139_ANPR","",""
"0.556","Strong","Positive","Positive_Strong","interacts with","","","ASV250_Mesorhizobium (interacts with) ASV135_unknown","","5.0E-4","false","interacts with","ASV250_Mesorhizobium (interacts with) ASV135_unknown","",""
"-0.3861","Weak","Negative","Negative_Weak","interacts with","","","ASV250_Mesorhizobium (interacts with) ASV126_unknown","","0.002","false","interacts with","ASV250_Mesorhizobium (interacts with) ASV126_unknown","",""
"0.5579","Strong","Positive","Positive_Strong","interacts with","","","ASV250_Mesorhizobium (interacts with) ASV125_unknown","","5.0E-4","false","interacts with","ASV250_Mesorhizobium (interacts with) ASV125_unknown","",""
"-0.3398","Weak","Negative","Negative_Weak","interacts with","","","ASV250_Mesorhizobium (interacts with) ASV124_Mesorhizobium","","0.001","false","interacts with","ASV250_Mesorhizobium (interacts with) ASV124_Mesorhizobium","",""
"-0.3884","Weak","Negative","Negative_Weak","interacts with","","","ASV250_Mesorhizobium (interacts with) ASV12_Mesorhizobium","","0.001","false","interacts with","ASV250_Mesorhizobium (interacts with) ASV12_Mesorhizobium","",""
"-0.339","Weak","Negative","Negative_Weak","interacts with","","","ASV250_Mesorhizobium (interacts with) ASV118_Mesorhizobium","","0.002","false","interacts with","ASV250_Mesorhizobium (interacts with) ASV118_Mesorhizobium","",""
"0.5571","Strong","Positive","Positive_Strong","interacts with","","","ASV250_Mesorhizobium (interacts with) ASV110_ANPR","","5.0E-4","false","interacts with","ASV250_Mesorhizobium (interacts with) ASV110_ANPR","",""
"-0.3891","Weak","Negative","Negative_Weak","interacts with","","","ASV250_Mesorhizobium (interacts with) ASV11_unknown","","0.001","false","interacts with","ASV250_Mesorhizobium (interacts with) ASV11_unknown","",""
"0.5386","Strong","Positive","Positive_Strong","interacts with","","","ASV250_Mesorhizobium (interacts with) ASV108_Mesorhizobium","","5.0E-4","false","interacts with","ASV250_Mesorhizobium (interacts with) ASV108_Mesorhizobium","",""
"-0.3826","Weak","Negative","Negative_Weak","interacts with","","","ASV250_Mesorhizobium (interacts with) ASV106_Mesorhizobium","","0.002","false","interacts with","ASV250_Mesorhizobium (interacts with) ASV106_Mesorhizobium","",""
"0.5493","Strong","Positive","Positive_Strong","interacts with","","","ASV250_Mesorhizobium (interacts with) ASV104_Mesorhizobium","","5.0E-4","false","interacts with","ASV250_Mesorhizobium (interacts with) ASV104_Mesorhizobium","",""
"0.5245","Strong","Positive","Positive_Strong","interacts with","","","ASV244_ANPR (interacts with) ASV231_Mesorhizobium","","0.0024","false","interacts with","ASV244_ANPR (interacts with) ASV231_Mesorhizobium","",""
"0.521","Strong","Positive","Positive_Strong","interacts with","","","ASV244_ANPR (interacts with) ASV217_Mesorhizobium","","5.0E-4","false","interacts with","ASV244_ANPR (interacts with) ASV217_Mesorhizobium","",""
"-0.4255","Strong","Negative","Negative_Strong","interacts with","","","ASV244_ANPR (interacts with) ASV21_ANPR","","0.001","false","interacts with","ASV244_ANPR (interacts with) ASV21_ANPR","",""
"-0.3207","Weak","Negative","Negative_Weak","interacts with","","","ASV244_ANPR (interacts with) ASV202_unknown","","0.003","false","interacts with","ASV244_ANPR (interacts with) ASV202_unknown","",""
"0.546","Strong","Positive","Positive_Strong","interacts with","","","ASV244_ANPR (interacts with) ASV188_Mesorhizobium","","5.0E-4","false","interacts with","ASV244_ANPR (interacts with) ASV188_Mesorhizobium","",""
"-0.4267","Strong","Negative","Negative_Strong","interacts with","","","ASV244_ANPR (interacts with) ASV18_ANPR","","0.001","false","interacts with","ASV244_ANPR (interacts with) ASV18_ANPR","",""
"-0.2947","Weak","Negative","Negative_Weak","interacts with","","","ASV244_ANPR (interacts with) ASV178_unknown","","0.005","false","interacts with","ASV244_ANPR (interacts with) ASV178_unknown","",""
"-0.2945","Weak","Negative","Negative_Weak","interacts with","","","ASV244_ANPR (interacts with) ASV176_unknown","","0.002","false","interacts with","ASV244_ANPR (interacts with) ASV176_unknown","",""
"0.5323","Strong","Positive","Positive_Strong","interacts with","","","ASV244_ANPR (interacts with) ASV166_Mesorhizobium","","5.0E-4","false","interacts with","ASV244_ANPR (interacts with) ASV166_Mesorhizobium","",""
"-0.3103","Weak","Negative","Negative_Weak","interacts with","","","ASV244_ANPR (interacts with) ASV15_Mesorhizobium","","0.005","false","interacts with","ASV244_ANPR (interacts with) ASV15_Mesorhizobium","",""
"0.5058","Strong","Positive","Positive_Strong","interacts with","","","ASV244_ANPR (interacts with) ASV144_ANPR","","5.0E-4","false","interacts with","ASV244_ANPR (interacts with) ASV144_ANPR","",""
"-0.34","Weak","Negative","Negative_Weak","interacts with","","","ASV244_ANPR (interacts with) ASV139_ANPR","","0.002","false","interacts with","ASV244_ANPR (interacts with) ASV139_ANPR","",""
"0.5502","Strong","Positive","Positive_Strong","interacts with","","","ASV244_ANPR (interacts with) ASV135_unknown","","5.0E-4","false","interacts with","ASV244_ANPR (interacts with) ASV135_unknown","",""
"-0.3746","Weak","Negative","Negative_Weak","interacts with","","","ASV244_ANPR (interacts with) ASV126_unknown","","0.003","false","interacts with","ASV244_ANPR (interacts with) ASV126_unknown","",""
"0.5455","Strong","Positive","Positive_Strong","interacts with","","","ASV244_ANPR (interacts with) ASV125_unknown","","5.0E-4","false","interacts with","ASV244_ANPR (interacts with) ASV125_unknown","",""
"-0.3548","Weak","Negative","Negative_Weak","interacts with","","","ASV244_ANPR (interacts with) ASV124_Mesorhizobium","","0.005","false","interacts with","ASV244_ANPR (interacts with) ASV124_Mesorhizobium","",""
"-0.4303","Strong","Negative","Negative_Strong","interacts with","","","ASV244_ANPR (interacts with) ASV12_Mesorhizobium","","0.001","false","interacts with","ASV244_ANPR (interacts with) ASV12_Mesorhizobium","",""
"-0.3397","Weak","Negative","Negative_Weak","interacts with","","","ASV244_ANPR (interacts with) ASV118_Mesorhizobium","","0.001","false","interacts with","ASV244_ANPR (interacts with) ASV118_Mesorhizobium","",""
"0.5614","Strong","Positive","Positive_Strong","interacts with","","","ASV244_ANPR (interacts with) ASV110_ANPR","","5.0E-4","false","interacts with","ASV244_ANPR (interacts with) ASV110_ANPR","",""
"-0.4104","Strong","Negative","Negative_Strong","interacts with","","","ASV244_ANPR (interacts with) ASV11_unknown","","0.001","false","interacts with","ASV244_ANPR (interacts with) ASV11_unknown","",""
"0.5696","Strong","Positive","Positive_Strong","interacts with","","","ASV244_ANPR (interacts with) ASV108_Mesorhizobium","","5.0E-4","false","interacts with","ASV244_ANPR (interacts with) ASV108_Mesorhizobium","",""
"-0.4148","Strong","Negative","Negative_Strong","interacts with","","","ASV244_ANPR (interacts with) ASV106_Mesorhizobium","","0.001","false","interacts with","ASV244_ANPR (interacts with) ASV106_Mesorhizobium","",""
"0.5313","Strong","Positive","Positive_Strong","interacts with","","","ASV244_ANPR (interacts with) ASV104_Mesorhizobium","","5.0E-4","false","interacts with","ASV244_ANPR (interacts with) ASV104_Mesorhizobium","",""
"0.4935","Strong","Positive","Positive_Strong","interacts with","","","ASV231_Mesorhizobium (interacts with) ASV217_Mesorhizobium","","5.0E-4","false","interacts with","ASV231_Mesorhizobium (interacts with) ASV217_Mesorhizobium","",""
"-0.3606","Weak","Negative","Negative_Weak","interacts with","","","ASV231_Mesorhizobium (interacts with) ASV21_ANPR","","0.001","false","interacts with","ASV231_Mesorhizobium (interacts with) ASV21_ANPR","",""
"0.5191","Strong","Positive","Positive_Strong","interacts with","","","ASV231_Mesorhizobium (interacts with) ASV188_Mesorhizobium","","5.0E-4","false","interacts with","ASV231_Mesorhizobium (interacts with) ASV188_Mesorhizobium","",""
"-0.3729","Weak","Negative","Negative_Weak","interacts with","","","ASV231_Mesorhizobium (interacts with) ASV18_ANPR","","0.002","false","interacts with","ASV231_Mesorhizobium (interacts with) ASV18_ANPR","",""
"-0.267","Weak","Negative","Negative_Weak","interacts with","","","ASV231_Mesorhizobium (interacts with) ASV178_unknown","","0.009","false","interacts with","ASV231_Mesorhizobium (interacts with) ASV178_unknown","",""
"0.5365","Strong","Positive","Positive_Strong","interacts with","","","ASV231_Mesorhizobium (interacts with) ASV166_Mesorhizobium","","0.0014","false","interacts with","ASV231_Mesorhizobium (interacts with) ASV166_Mesorhizobium","",""
"0.5134","Strong","Positive","Positive_Strong","interacts with","","","ASV231_Mesorhizobium (interacts with) ASV144_ANPR","","0.0014","false","interacts with","ASV231_Mesorhizobium (interacts with) ASV144_ANPR","",""
"-0.2811","Weak","Negative","Negative_Weak","interacts with","","","ASV231_Mesorhizobium (interacts with) ASV139_ANPR","","0.009","false","interacts with","ASV231_Mesorhizobium (interacts with) ASV139_ANPR","",""
"0.5395","Strong","Positive","Positive_Strong","interacts with","","","ASV231_Mesorhizobium (interacts with) ASV135_unknown","","5.0E-4","false","interacts with","ASV231_Mesorhizobium (interacts with) ASV135_unknown","",""
"-0.2952","Weak","Negative","Negative_Weak","interacts with","","","ASV231_Mesorhizobium (interacts with) ASV126_unknown","","0.006","false","interacts with","ASV231_Mesorhizobium (interacts with) ASV126_unknown","",""
"0.5275","Strong","Positive","Positive_Strong","interacts with","","","ASV231_Mesorhizobium (interacts with) ASV125_unknown","","5.0E-4","false","interacts with","ASV231_Mesorhizobium (interacts with) ASV125_unknown","",""
"-0.3399","Weak","Negative","Negative_Weak","interacts with","","","ASV231_Mesorhizobium (interacts with) ASV124_Mesorhizobium","","0.002","false","interacts with","ASV231_Mesorhizobium (interacts with) ASV124_Mesorhizobium","",""
"-0.3549","Weak","Negative","Negative_Weak","interacts with","","","ASV231_Mesorhizobium (interacts with) ASV12_Mesorhizobium","","0.001","false","interacts with","ASV231_Mesorhizobium (interacts with) ASV12_Mesorhizobium","",""
"-0.2744","Weak","Negative","Negative_Weak","interacts with","","","ASV231_Mesorhizobium (interacts with) ASV118_Mesorhizobium","","0.009","false","interacts with","ASV231_Mesorhizobium (interacts with) ASV118_Mesorhizobium","",""
"0.5337","Strong","Positive","Positive_Strong","interacts with","","","ASV231_Mesorhizobium (interacts with) ASV110_ANPR","","5.0E-4","false","interacts with","ASV231_Mesorhizobium (interacts with) ASV110_ANPR","",""
"-0.3812","Weak","Negative","Negative_Weak","interacts with","","","ASV231_Mesorhizobium (interacts with) ASV11_unknown","","0.002","false","interacts with","ASV231_Mesorhizobium (interacts with) ASV11_unknown","",""
"0.533","Strong","Positive","Positive_Strong","interacts with","","","ASV231_Mesorhizobium (interacts with) ASV108_Mesorhizobium","","5.0E-4","false","interacts with","ASV231_Mesorhizobium (interacts with) ASV108_Mesorhizobium","",""
"-0.3485","Weak","Negative","Negative_Weak","interacts with","","","ASV231_Mesorhizobium (interacts with) ASV106_Mesorhizobium","","0.005","false","interacts with","ASV231_Mesorhizobium (interacts with) ASV106_Mesorhizobium","",""
"0.5006","Strong","Positive","Positive_Strong","interacts with","","","ASV231_Mesorhizobium (interacts with) ASV104_Mesorhizobium","","5.0E-4","false","interacts with","ASV231_Mesorhizobium (interacts with) ASV104_Mesorhizobium","",""
"-0.384","Weak","Negative","Negative_Weak","interacts with","","","ASV217_Mesorhizobium (interacts with) ASV21_ANPR","","0.001","false","interacts with","ASV217_Mesorhizobium (interacts with) ASV21_ANPR","",""
"-0.3097","Weak","Negative","Negative_Weak","interacts with","","","ASV217_Mesorhizobium (interacts with) ASV202_unknown","","0.006","false","interacts with","ASV217_Mesorhizobium (interacts with) ASV202_unknown","",""
"0.5311","Strong","Positive","Positive_Strong","interacts with","","","ASV217_Mesorhizobium (interacts with) ASV188_Mesorhizobium","","5.0E-4","false","interacts with","ASV217_Mesorhizobium (interacts with) ASV188_Mesorhizobium","",""
"-0.4317","Strong","Negative","Negative_Strong","interacts with","","","ASV217_Mesorhizobium (interacts with) ASV18_ANPR","","0.002","false","interacts with","ASV217_Mesorhizobium (interacts with) ASV18_ANPR","",""
"-0.2911","Weak","Negative","Negative_Weak","interacts with","","","ASV217_Mesorhizobium (interacts with) ASV178_unknown","","0.007","false","interacts with","ASV217_Mesorhizobium (interacts with) ASV178_unknown","",""
"-0.2826","Weak","Negative","Negative_Weak","interacts with","","","ASV217_Mesorhizobium (interacts with) ASV176_unknown","","0.007","false","interacts with","ASV217_Mesorhizobium (interacts with) ASV176_unknown","",""
"0.5369","Strong","Positive","Positive_Strong","interacts with","","","ASV217_Mesorhizobium (interacts with) ASV166_Mesorhizobium","","5.0E-4","false","interacts with","ASV217_Mesorhizobium (interacts with) ASV166_Mesorhizobium","",""
"-0.3003","Weak","Negative","Negative_Weak","interacts with","","","ASV217_Mesorhizobium (interacts with) ASV15_Mesorhizobium","","0.007","false","interacts with","ASV217_Mesorhizobium (interacts with) ASV15_Mesorhizobium","",""
"0.5187","Strong","Positive","Positive_Strong","interacts with","","","ASV217_Mesorhizobium (interacts with) ASV144_ANPR","","5.0E-4","false","interacts with","ASV217_Mesorhizobium (interacts with) ASV144_ANPR","",""
"-0.3396","Weak","Negative","Negative_Weak","interacts with","","","ASV217_Mesorhizobium (interacts with) ASV139_ANPR","","0.001","false","interacts with","ASV217_Mesorhizobium (interacts with) ASV139_ANPR","",""
"0.5203","Strong","Positive","Positive_Strong","interacts with","","","ASV217_Mesorhizobium (interacts with) ASV135_unknown","","5.0E-4","false","interacts with","ASV217_Mesorhizobium (interacts with) ASV135_unknown","",""
